#漢字	台羅	方音	白話字	語域	次數	權重	佐證	腔別	例源
䏿	khe2	ㄎㆤˋ	khé		1	1			14:䏿(普閩)
䐝	so3	ㄙㄜ˪	sò		4	4			14:蛆;16:炸醬
䐶	tsam1	ㄗㆰ	cham		4	4			20:䐶(台甘);20:腤䐶;23:腌臢·
䐶	tsang1	ㄗㄤ	chang		2	2			20:腌臢;23:腌臢·
䐶	tsan1	ㄗㄢ	chan		1	1			20:腌臢
䒞	tam2	ㄉㆰˋ	tám		1	1			15:蕁麻
䒫	tai7	ㄉㄞ˫	tāi		1	1			05:䒫(台甘)
䒫	tai2	ㄉㄞˋ	tái		1	1			05:䒫
䒷	kuat4	ㄍㄨㄚㆵ	koat	文	2	2			09:䒷(台甘);09:䒷(普閩)
䒷	kuah4	ㄍㄨㄚㆷ	koah	語	1	1			09:䒷(普閩)
䔧	li5	ㄌㄧˊ	lî		1	1			13:蒺䔧/藜
䖒	hui5	ㄏㄨㄧˊ	hûi		54	54			01:啪拉;02:啪拉;02:胚子·
䖳	the7	ㄊㆤ˫	thē	白	4	44	iT,教,甘		12:海䖳;12:海蜇;16:䖳(普閩)
䖳	tha3	ㄊㄚ˪	thà	文	1	9	甘文		16:䖳(台甘)
䖳	the3	ㄊㆤ˪	thè	語	1	1			16:䖳(台甘)
䖳	tha7	ㄊㄚ˫	thā	文	1	1			16:䖳(普閩)
䖼	kiap4	ㄍㄧㄚㆴ	kiap		2	2			13:䖼(台甘);13:䖼(普閩)
䗪	tsia3	ㄐㄧㄚ˪	chià		3	3			16:䗪/蟅(台甘);16:䗪/蟅(普閩);16:䗪
䗿	ling5	ㄌㄧㄥˊ	lêng		1	1			07:䗿(台甘)
䘃	bit8	ㆠㄧㆵ ͘	bi̍t		1	1			01:蝙蝠
䘥	kah4	ㄍㄚㆷ	kah	語	15	65	iT,教,比	中漳,北泉,南混,澎泉,蘭漳,金泉,高混,鹿泉	01:背心;01:半臂;02:帔
䘥	kap4	ㄍㄚㆴ	kap	文	2	2			13:䘥(台甘);13:䘥(普閩)
䘷	pih4	ㄅㄧㆷ	pih	白	5	5			01:䘷(普閩);01:䘷;15:揎拳擄袖
䘷	piat4	ㄅㄧㄚㆵ	piat	文	1	1			01:䘷(普閩)
䘼	ng2	ㆭˋ	ńg	語	67	139	700,iT,教,比	中漳,北泉,南混,峽泉,澎泉,竹泉,金泉,高混,鹿泉	01:背心;02:披;02:披肩
䘼	ng3	ㆭ˪	ǹg		1	1			18:束手
䘼	uan2	ㄨㄢˋ	oán	文	1	1			25:䘼(普閩)
䙡	hue7	ㄏㄨㆤ˫	hōe		1	1			10:䙡(台甘)
䙡	khui3	ㄎㄨㄧ˪	khùi		1	1			10:䙡(普閩)
䚆	iann2	ㄧㆩˋ	iáⁿ	白	3	3			24:䚆(普閩);24:䚆
䚆	ing2	ㄧㄥˋ	éng	文	1	1			24:䚆(普閩)
䛏	thih8	ㄊㄧㆷ ͘	thi̍h		2	2			10:磕吧
䛏	le5	ㄌㆤˊ	lê		1	1			23:艾艾
䛟	kiap4	ㄍㄧㄚㆴ	kiap		1	1			13:䛟/唊(台甘)
䛟	kiap8	ㄍㄧㄚㆴ ͘	kia̍p		1	1			16:讘䛟
䛩	onn3	ㆧ˪	òⁿ		4	4			08:嘞·;23:哦;25:䛩(普閩)
䛩	tshinn1	ㄑㆪ	chhiⁿ		1	1			25:䛩(台甘)
䛩	oo3	ㆦ˪	ò͘		1	1			25:䛩(普閩)
䛩	u2	ㄨˋ	ú		1	1			25:䛩
䛽	tshap4	ㄘㄚㆴ	chhap		5	5			05:答碴兒;05:嘚啵;17:打…岔
䛽	tshauh8	ㄘㄠㆷ ͘	chha̍uh		2	2			05:唙咕·
䜍	gia2	ㆣㄧㄚˋ	giá		2	2			08:䜍(台甘);08:䜍(普閩)
䜍	liau5	ㄌㄧㄠˊ	liâu	文	1	1			08:䜍(台甘)
䜑	oo2	ㆦˋ	ó͘		1	1			25:挖苦·
䜴	thau2	ㄊㄠˋ	tháu		5	5			01:憋得慌;01:辯白;06:團兒
䜴	bai2	ㆠㄞˋ	bái		2	2			03:賣頭兒;03:沒志氣
䜺	tshik4	ㄑㄧㆤㆶ	chhek		1	1			17:䜺(普閩)
䜻	sinn5	ㄒㆪˊ	sîⁿ		1	1			07:肉泥
䜻	sinn7	ㄒㆪ˫	sīⁿ		1	1			13:醬
䝋	tsong3	ㄗㆲ˪	chòng		2	2			20:䝋(台甘);20:䝋(普閩)
䝏	loo5	ㄌㆦˊ	lô͘	文	1	1			08:䝏(台甘)
䝏	lu2	ㄌㄨˋ	lú	文	1	1			08:䝏(台甘)
䝟	siau2	ㄒㄧㄠˋ	siáu		1	1			03:醉貓兒
䝟	at4	ㄚㆵ	at		1	1			24:䝟(台甘)
䝟	khiat4	ㄎㄧㄚㆵ	khiat		1	1			24:䝟(台甘)
䝼	tsing7	ㄐㄧㄥ˫	chēng	文	1	1			14:䝼(台甘)
䝼	tsing5	ㄐㄧㄥˊ	chêng		1	1			14:䝼(普閩)
䞋	tshin3	ㄑㄧㄣ˪	chhìn		5	5			03:嗎呼;03:模稜;12:胡
䞽	siak4	ㄒㄧㄚㆶ	siak		4	4			09:摜;14:瘸
䟉	tshiak8	ㄑㄧㄚㆶ ͘	chhia̍k		10	10			12:歡(兒);12:歡;13:家·
䟉	tshik8	ㄑㄧㆤㆶ ͘	chhe̍k	白	6	6			10:轗軻;12:歡(兒);16:抓耳撓腮
䟉	siok8	ㄒㄧㆦㆶ ͘	sio̍k	文	1	1			18:䟉(普閩)
䟙	tshih4	ㄑㄧㆷ	chhih	白	8	8			07:忸怩;08:踉蹌;12:遑遽
䟙	tshih8	ㄑㄧㆷ ͘	chhi̍h		8	8			14:犬牙相錯;20:糟…糕;20:少安勿躁
䟙	tshiat4	ㄑㄧㄚㆵ	chhiat	文	1	1			14:䟙(普閩)
䟙	tshit4	ㄑㄧㆵ	chhit		1	1			25:歪歪的
䟜	lap4	ㄌㄚㆴ	lap		37	37			05:蹬/登;05:鐙;06:蹚
䟜	lap8	ㄌㄚㆴ ͘	la̍p		1	1			07:䟜(普閩)
䟜	lam3	ㄌㄚㆴ	làm		1	1			17:䟻
䟜	tah8	ㄉㄚㆷ ͘	ta̍h		1	1			20:躁
䟜	nah4	ㄋㄚㆷ	nah		1	1			23:凹
䟾	tue3	ㄉㄨㆤ˪	tòe		1	1			13:繼而
䟾	te3	ㄉㄨㆤ˪	tè		1	1			13:繼而
䠀	thang1	ㄊㄤ	thang		3	3			17:蹅;18:涉;18:涉水
䠀	thong1	ㄊㆲ	thong		1	1			06:䠀/蹚(普閩)
䠀	tshiang7	ㄑㄧㄤ˫	chhiāng		1	1			17:踔
䠈	thu5	ㄊㄨˊ	thû		1	1			08:𨁸䠈
䠡	tshe5	ㄘㆤˊ	chhê		2	20	教		06:拖
䠷	lo3	ㄌㄜ˪	lò		3	3			14:頎
䢖	ut8	ㄨㆵ ͘	u̍t		7	7			05:踱;20:遭;20:走一趟
䢦	tshua7	ㄘㄨㄚ˫	chhōa		1	1			18:率領
䤝	giang1	ㆣㄧㄤ	giang		6	6			08:鋃鐺;24:䤝(台甘);24:䤝(普閩)
䤝	khann3	ㄎㆩ˪	khàⁿ		2	2			24:䤝(台甘)
䤝	sai1	ㄙㄞ	sai		1	1			24:䤝(台甘)
䤝	kong1	ㄍㆲ	kong		1	1			24:䤝(台甘)
䤝	jiu2	ㆢㄧㄨˋ	jiú		1	1			24:䤝(普閩)
䤼	sian3	ㄒㄧㄢ˪	siàn	文	1	1			15:䤼(普閩)
䤼	suann3	ㄙㄨㆩ˪	sòaⁿ	白	1	1			15:䤼(普閩)
䦛	tsing3	ㄐㄧㄥ˪	chèng		1	1			16:䦛(普閩)
䦟	tshue2	ㄘㄨㆤˋ	chhóe		1	1			17:䦟(普閩)
䩃	phue2	ㄆㄨㆤˋ	phóe		15	23	甘		01:巴;01:扒拉·;02:屁股蛋兒
䩃	phe2	ㄆㄨㆤˋ	phé		4	4			18:搧;19:熱辣辣;24:頤
䩃	phue3	ㄆㄨㆤ˪	phòe		1	1			05:嘟
䩆	niau3	ㄋㄧㄠ˪	niàu		4	4			20:綜
䩆	niauh4	ㄋㄧㄠㆷ	niauh		1	1			10:砢磣·
䩆	tsan2	ㄗㄢˋ	chán		1	1			20:綜
䩌	liau5	ㄌㄧㄠˊ	liâu		13	13			16:褶疊;16:皺;16:皺/縐
䩌	jiau5	ㄌㄧㄠˊ/ㆢㄧㄠˊ	jiâu		11	11			06:褪;15:褶子·;16:褶皺
䩯	tsi5	ㄐㄧˊ	chî		1	1			13:革
䩺	ong1	ㆲ	ong		2	2			25:䩺(台甘);25:䩺(普閩)
䪍	lan5	ㄌㄢˊ	lân		1	1			08:䪍(普閩)
䪴	tam3	ㄉㆰ˪	tàm		17	17			05:低;06:塌;06:垂頭塌翼
䪴	tim3	ㄉㄧㆬ˪/ㄉㆰ˪/ㄊㄧㆬ˪	tìm		10	10			05:低;05:點;05:點…頭
䪴	thim3	ㄊㄧㆬ˪	thìm		4	4			05:點…頭;10:看完;18:首肯
䪴	tsiam2	ㄐㄧㆰˋ	chiám		1	1			05:頕
䪴	tiam3	ㄉㄧㆰ˪	tiàm		1	1			10:首肯
䪴	tam2	ㄉㆰˋ	tám		1	1			12:失魂落魄
䪴	tim1	ㄉㄧㆬ	tim		1	1			17:沈甸甸
䫀	kun2	ㄍㄨㄣˋ	kún		62	62			01:脖子·;01:脖兒;01:脖頸(/梗)子·
䫀	kun3	ㄍㄨㄣ˪	kùn		1	1			12:鵠侯
䫀	gun2	ㆣㄨㄣˋ	gún		1	1			15:頸項
䫌	phue2	ㄆㄨㆤˋ	phóe		17	67	iT,教,比	中漳,南混,澎泉,竹泉,金泉,高混,鹿泉	01:巴;02:乓;03:面頰
䫌	phe2	ㄆㄨㆤˋ	phé		5	37	iT,比	中漳,蘭漳	02:乓;05:骶;10:擓
䫌	phe3	ㄆㄨㆤˋ/ㄆㄨㆤ˪	phè		3	17	iT		22:腮;22:腮斗
䫌	phue3	ㄆㄨㆤ˪	phòe		3	3			02:屁股蛋兒;22:腮
䫌	phe7	ㄆㄨㆤˋ	phē		1	1			04:反巴掌
䫲	ham3	ㄏㆰ˪	hàm		12	12			01:病入膏肓;02:脬;04:肥囊囊
䫴	him1	ㄏㄧㆬ	him		4	4			03:悶頭兒
䬫	te1	ㄉㆤ	te		6	6			05:䬫(普閩);05:䬫
䬬	iang2	ㄧㄤˋ	iáng		2	2			24:漾奶;24:䬬
䬬	iong7	ㄧㆲ˫	iōng	文	1	1			24:䬬(台甘)
䭁	tsiat4	ㄐㄧㄚㆵ	chiat		6	6			16:䭁(台甘);16:䭁(普閩);16:䭁
䭁	tse3	ㄗㆤ˪	chè		1	1			16:䭁(台甘)
䭕	tsiann2	ㄐㄧㆩˋ	chiáⁿ		4	4			05:豆腐乾兒;05:淡;05:淡巴巴
䭞	ik8	ㄧㆤㆶ ͘	e̍k	文	2	2			24:䭞(台甘);24:䭞(普閩)
䭞	sioh8	ㄒㄧㄜㆷ ͘	sio̍h	白	2	2			24:䭞(普閩);24:䭞
䭤	khian3	ㄎㄧㄢ˪	khiàn		5	5			01:煸;01:編鍋;05:打
䯇	kut4	ㄍㄨㆵ	kut		2	2			09:耕耘;10:矻矻
䯖	nng5	ㄋㆭˊ	nn̂g		5	15	日		03:篾;03:粗篾;16:竹皮
䯡	gian3	ㆣㄧㄢ˪	giàn		6	6			01:乾癟;14:憔悴;16:唓嗻
䯡	gian7	ㆣㄧㄢ˫	giān		6	6			07:蔫兒;07:發蔫
䯧	khing2	ㄎㄧㄥˋ	khéng		1	1			14:廎/䯧
䯻	ke3	ㄍㆤ˪	kè		2	2			06:梳頭;25:綰髻兒
䰖	tsan3	ㄗㄢ˪	chàn	文	2	2			20:䰖/�(台甘);20:䰖/�/纂(台甘)
䰖	tsuan1	ㄗㄨㄢ	choan		1	1			20:䰖/�/纂(普閩)
䰖	hu7	ㄏㄨ˫	hū		1	1			20:䰖/�/纂(普閩)
䰖	li2	ㄌㄧˋ	lí		1	1			20:䰖/�/纂(普閩)
䰖	lu2	ㄌㄨˋ	lú		1	1			20:䰖/�/纂(普閩)
䰖	se1	ㄙㆤ	se		1	1			20:䰖/�/纂(普閩)
䰖	gian5	ㆣㄧㄢˊ	giân		1	1			20:䰖/�/纂(普閩)
䰖	ti7	ㄉㄧ˫	tī		1	1			20:䰖/�/纂(普閩)
䰖	thau5	ㄊㄠˊ	thâu		1	1			20:䰖/�/纂(普閩)
䰖	au7	ㄠ˫	āu		1	1			20:䰖/�/纂(普閩)
䰖	pinn1	ㄅㆪ	piⁿ		1	1			20:䰖/�/纂(普閩)
䰖	huat4	ㄏㄨㄚㆵ	hoat		1	1			20:䰖/�/纂(普閩)
䰖	ke3	ㄍㆤ˪	kè		1	1			20:䰖/�/纂(普閩)
䰾	pa1	ㄅㄚ	pa		3	3			01:䰾(台甘);01:䰾
䰾	phua5	ㄆㄨㄚˊ	phôa	罕用	1	1			01:䰾(台甘)
䱚	liok8	ㄌㄧㆦㆶ ͘	lio̍k		2	2			08:䱚(台甘);08:䱚(普閩)
䱪	pio7	ㄅㄧㄜ˫	piō		1	1			01:鰾
䱵	ong1	ㆲ	ong		1	1			25:䱵(普閩)
䲁	ui3	ㄨㄧ˪	ùi		1	1			25:䲁(普閩)
䲂	tshuann7	ㄘㄨㆩ˫	chhōaⁿ		3	3			08:流氓;09:<glyph:k/fb7;18:耍賴
䲅	kui1	ㄍㄨㄧ	kui		2	44	iT,教,日		06:鮐魚;06:魨
䵚	tho2	ㄊㄜˋ	thó		1	1			06:䵚(普閩)
䵟	kann3	ㄍㆩ˪	kàⁿ		3	3			24:黝黑
䵟	khiat8	ㄎㄧㄚㆵ ͘	khia̍t		2	2			12:黑墩墩;12:黑黢黢
䵟	khiat4	ㄎㄧㄚㆵ	khiat		1	1			24:黝
䶅	hok4	ㄏㆦㆶ	hok		1	1			12:䶅
䶋	kiuh4	ㄍㄧㄨㆷ	kiuh		1	1			17:抽
䶋	sngh4	ㄙㆭㆷ	sngh		1	1			17:抽鼻兒
䶕	pa1	ㄅㄚ	pa	文	1	1			01:䶕(台甘)
䶕	pa3	ㄅㄚ˪	pà		1	1			01:䶕(普閩)
䶕	pa2	ㄅㄚˋ	pá		1	1			01:䶕
一	tsit8	ㄐㄧㆵ ͘/ㄧㆵ	chi̍t	語	9058	9160	iT,教,日,比,甘,線,諺	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:巴;01:巴巴;01:巴的
一	it4	ㄐㄧㆵ ͘/ㄧㆵ	it	文/語	1024	1122	iT,教,日,植,比,甘,甘文,線	中漳,北泉,南混,峽泉,澎泉,竹泉,金泉,高混,鹿泉	01:八珍;01:巴嗒·嘴;01:一巴兒
一	tsit4	ㄐㄧㆵ	chit		97	137	iT,日,線		01:把兒;01:半個·;01:鰾
一	it8	ㄧㆵ ͘	i̍t		4	20	線		01:罷了;13:一個勁兒地;23:二
一	i1	ㄧ	i		10	10			07:哪;07:那;09:工尺
一	i2	ㄧˋ	í		8	8			07:溺;08:來;08:涼
一	i5	ㄧˊ	î		5	5			06:趟;12:會子·;18:世
一	tsi2	ㄐㄧˋ	chí	語	3	3			03:賣頭兒;24:一(台甘);25:為
一	tsip8	ㄐㄧㆴ ͘	chi̍p		3	3			23:訛←囮;26:愚公移山;26:瑜珈術
一	tsi5	ㄐㄧˊ	chî		2	2			09:杆;09:股
一	tsip4	ㄐㄧㆴ	chip		1	1			01:彪形
一	tsi7	ㄐㄧ˫	chī		1	1			07:難
一	tsi1	ㄐㄧ	chi		1	1			12:一目十行
一	siau1	ㄒㄧㄠ	siau		1	1			17:綽
一	liau2	ㄌㄧㄠˋ	liáu		1	1			22:散心
一	jia2	ㆢㄧㄚˋ	jiá	語	1	1			24:一(普閩)
丁	ting1	ㄉㄧㄥ	teng	文	34	124	iT,教,日,植,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,高混,鹿泉	01:一窮二白;02:椪柑;05:得
丁	tann1	ㄉㆩ	taⁿ	白	3	3			03:目前;05:丁(普閩);26:于今
丁	tsin2	ㄐㄧㄣˋ	chín		1	1			05:酊
七	tshit4	ㄑㄧㆵ	chhit		101	191	iT,教,日,植,比,甘,線	中漳,峽泉,澎泉,竹泉,金泉	01:八;01:邊;02:拼
七	tshi1	ㄑㄧ	chhi		1	19	教		13:夾七夾八
万	ban7	ㆠㄢ˫	bān		3	11	甘		25:万;25:万兒
丈	tiunn7	ㄉㄧㆧ˫/ㄉㄧㆫ˫	tiūⁿ	白/語	32	116	iT,教,日,比,甘,線	中漳,北泉,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	03:岳母;04:舅父;04:姨父
丈	tiong7	ㄉㄧㆲ˫	tiōng	文	40	100	教,日,甘,甘文,線		02:婆婆;02:婆家;03:大媽
丈	tng7	ㄉㆭ˫	tn̄g	白/語	19	85	iT,教,日,甘,線		01:蹦;03:畝;05:的
丈	tionn7	ㄉㄧㆧ˫/ㄉㄧㆫ˫	tiōⁿ		28	56	日,比	南混	03:岳母;04:舅父;04:姨父
丈	ta1	ㄉㄚ/ㄗㄚ	ta		38	38			04:夫;05:當家;06:童子·
丈	tong7	ㄉㆲ˫	tōng	語	2	10	甘		16:丈(台甘)
丈	tsa1	ㄉㄚ/ㄗㄚ	cha		9	9			04:夫;07:男;07:男人
丈	ta7	ㄉㄚ˫	tā	白	3	3			16:丈(普閩);16:丈夫
丈	tsit8	ㄐㄧㆵ ͘	chi̍t	語	2	2			16:丈(台甘)
丈	ta2	ㄉㄚˋ	tá		1	1			07:男
丈	tsap8	ㄗㄚㆴ ͘	cha̍p	語	1	1			16:丈(台甘)
丈	tshioh4	ㄑㄧㄜㆷ	chhioh	語	1	1			16:丈(台甘)
丈	koo1	ㄍㆦ	ko͘	語	1	1			16:丈(台甘)
丈	tshau2	ㄘㄠˋ	chháu	語	1	1			16:丈(台甘)
丈	mia5	ㄇㄧㄚˊ	miâ	語	1	1			16:丈(台甘)
丈	ang5	ㄤˊ	âng	語	1	1			16:丈(台甘)
丈	poo1	ㄅㆦ	po͘	白	1	1			16:丈(普閩)
丈	lang5	ㄌㄤˊ	lâng	白	1	1			16:丈(普閩)
三	sann1	ㄙㆩ/ㄙㆰ	saⁿ	白/語	480	588	iT,教,日,植,比,甘,線,諺	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01: 拔親;01:拜;01:三拜九叩
三	sam1	ㄙㆰ	sam	文	53	151	iT,教,日,植,比,甘,甘文,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:彪;03:么麼;03:廣袤
三	sam3	ㄙㆰ˪	sàm	文/白	7	59	教,日,甘,線		22:事要三思;22:三(台甘);22:三(普閩)
三	san2	ㄙㄢˋ	sán	白	5	5			22:事要三思;22:三(普閩);22:三思
三	san1	ㄙㄢ	san		4	4			18:豐衣足食;22:三復;22:三思
三	sa1	ㄙㄚ	sa		1	1			13:爵
上	siong7	ㄐㄧㆧ˫/ㄒㄧㄤ˫/ㄒㄧㆲ˫	siōng	文	874	970	700,iT,教,日,甘,甘文,線		01: 跋扈;01:蓬勃;01:批駁
上	tsiunn7	ㄐㄧㆧ˫/ㄐㄧㆫ˫	chiūⁿ	白/語	91	193	iT,教,新,日,比,甘,線	澎泉	01:卑;01:北;01:傍
上	siang7	ㄒㄧㄤ˫/ㄒㄧㆲ˫	siāng	文/語	36	124	700,iT,教,日,甘,線		01:狴犴;01:小癟三;01:編
上	tsionn7	ㄐㄧㆧ˫/ㄐㄧㆫ˫	chiōⁿ	語	94	104	日		01:卑;01:北;01:傍
上	tshiunn7	ㄑㄧㆧ˫/ㄑㄧㆫ˫	chhiūⁿ	白	22	98	iT,教,日,比,線	中漳,北泉,峽泉,澎泉,竹泉,蘭漳,高混,鹿泉	01:關板;02:篷;03:霉/黴
上	siong2	ㄒㄧㆲˋ	sióng	文/語	16	68	教,日,甘,線		02:平;08:理當如此;13:甲
上	tshionn7	ㄐㄧㆧ˫/ㄑㄧㆧ˫/ㄑㄧㆫ˫	chhiōⁿ		22	50	日,比	南混	01:關板;02:篷;03:霉/黴
上	siang2	ㄒㄧㄤˋ/ㄒㄧㆲˋ	siáng	語	3	13	日		18:上(台甘);18:上聲
上	siong1	ㄒㄧㄤ˫/ㄒㄧㆲ	siong		2	2			03:應卯;09:蓋
上	siunn7	ㄐㄧㆧ˫	siūⁿ		1	1			17:串
上	siong3	ㄒㄧㆲ˪	siòng		1	1			26:於
下	e7	ㄍㆤ˫/ㄎㄚ/ㄏㄚ˫/ㆤ˫	ē		1300	1430	700,iT,教,新,日,植,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:巴;01:巴巴;01:巴的
下	ha7	ㄏㄚ˫/ㄏㆤ˫	hā		211	339	iT,共,教,日,比,甘,甘文,線,諺	北泉	01: 跋扈;01:下拜;01:卑賤
下	he7	ㄏㄚ˫/ㄏㆤ˫/ㆤ˫	hē		146	226	700,iT,教,日,線		01:炮;01:爆肚兒;01:繃
下	ke7	ㄍㆤ˫/ㄏㄚ˫/ㆤ˫	kē		92	126	日,甘,線		01:庳;01:㧍;01:鼻子·眼兒
下	e1	ㆤ	e		1	73	700,iT,教,比	中漳,北泉,南混,峽泉,蘭漳,高混,鹿泉	03:勉
下	ka1	ㄍㄚ	ka		31	31			01:扒拉·;01:剝落;02:乓
下	khe7	ㄎㆤ˫/ㄏㆤ˫/ㆤ˫	khē		3	29	日,線		13:寄錢;18:上;21:存
下	e5	ㆤˊ	ê		2	28	日,線		10:磕;20:洗…澡
下	enn7	ㆥ˫	ēⁿ		1	19	教		23:訛←囮
下	sia2	ㄒㄧㄚˋ	siá		12	12			05:下彈;08:落;10:頦兒
下	he5	ㄏㆤˊ	hê		1	11	日		14:熗
下	ha3	ㄏㄚ˪	hà		1	9	甘		26:宇下
下	kha1	ㄎㄚ	kha		6	6			01:蹩腳;06:天下;15:鄉下·
下	tse3	ㄗㆤ˪	chè		2	2			12:呼搧·/唿搧·
下	ha1	ㄏㄚ	ha		1	1			06:噠
下	sia1	ㄒㄧㄚ	sia		1	1			13:腳底下
下	ee1	ㄝ	ee		1	1			20:在
丌	e1	ㆤ	e		19527	19527			01:八德;01:八卦;01:八荒
丌	e5	ㆤˊ	ê	文/語	25	33	甘		01:八卦;05:當紅;05:釘
丌	ki5	ㄍㄧˊ	kî	文	3	19	甘,甘文		13:丌(台甘);14:丌(台甘);14:丌(普閩)
丌	enn5	ㆥˊ	êⁿ		10	10			02:片;02:片段;02:片刻
丌	ki1	ㄍㄧ	ki	文	2	10	甘		13:丌(台甘);14:丌(台甘)
丌	ki3	ㄍㄧ˪	kì	文	2	10	甘		13:丌(台甘);14:丌(台甘)
丌	e3	ㆤ˪	è		2	2			01:撥腳;09:夠
丌	e7	ㆤ˫	ē		2	2			02:評傳;13:見好
丌	ke5	ㄍㆤˊ	kê	文	1	1			14:丌(普閩)
丌	ang5	ㄤˊ	âng		1	1			19:肉
丌	i7	ㄧ˫	ī		1	1			23:按語
丌	tsi1	ㄐㄧ	chi		1	1			26:舁
不	put4	ㄅㄨㆵ/ㆬ˫	put	文	692	826	iT,共,教,新,日,植,比,甘,甘文,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:巴;01: 拔親;01:駁回
不	m7	ㆬ˫	m̄	語	324	364	日,植,甘,線		01:吧唧·;01:捌;01:把
不	be7	ㆠㆤ˫	bē	語	3	19	線		01:不(台甘);04:不(台甘)
不	put8	ㄅㄨㆵ ͘	pu̍t		3	19	線		24:亦;26:迂;26:愚民政策
不	pu2	ㄅㄨˋ	pú		15	15			03:摸;04:不(普閩);09:過得著
不	bue7	ㆠㄨㆤ˫	bōe	語	7	15	甘		01:不(台甘);04:不(台甘)
不	pu5	ㄅㄨˊ	pû		4	4			09:沒關係·;18:說話;19:繞口令兒
不	hiu3	ㄏㄧㄨ˪	hiù	文	3	3			01:不(台甘);04:不(台甘)
不	hiu2	ㄏㄧㄨˋ	hiú	文	3	3			01:不(台甘);04:不(台甘)
不	hu1	ㄏㄨ	hu	文	3	3			01:不(台甘);04:不(台甘)
不	hut4	ㄏㄨㆵ	hut	文	2	2			01:不(台甘);04:不(台甘)
不	pue1	ㄅㄨㆤ	poe		2	2			08:落魄;12:撒謊
不	hiu5	ㄏㄧㄨˊ	hiû		1	1			01:不(台甘)
不	hoo2	ㄏㆦˋ	hó͘		1	1			01:不(台甘)
不	hoo3	ㄏㆦ˪	hò͘		1	1			01:不(台甘)
不	hiu1	ㄏㄧㄨ	hiu	文	1	1			04:不(台甘)
不	phang3	ㄆㄤ˪	phàng		1	1			08:落
不	pan5	ㄅㄢˊ	pân		1	1			22:散漫
丐	kai3	ㄍㄞ˪	kài	文白	5	23	日,甘		09:丐(台甘);09:丐(普閩);09:丐
丐	kat4	ㄍㄚㆵ	kat	文白	2	10	甘		09:丐(台甘)
丐	kai2	ㄍㄞˋ	kái		1	1			09:丐
丐	ko5	ㄍㄜˊ	kô		1	1			09:丐
丑	thiu2	ㄊㄧㄨˋ	thiú		18	92	iT,教,日,甘,甘文,線		01:伯;03:么麼;05:地支
且	tshiann2	ㄑㄧㆩˋ	chhiáⁿ	文	88	162	iT,教,日,甘,甘文,線		01:薄澣我衣;01:屏退;01:除…並…
且	tshia2	ㄑㄧㄚˋ/ㄑㄧㆩˋ	chhiá		30	30			01:繃;03:姑漫;04:放
且	tsu1	ㄗㄨ	chu	文	4	12	甘		13:且(台甘);13:且(普閩);14:且(台甘)
且	tshin3	ㄑㄧㄣ˪	chhìn	語	4	12	甘		13:且(台甘);14:且(台甘)
且	tsoo1	ㄗㆦ	cho͘	文	3	11	甘		13:且(台甘);14:且(台甘)
且	tshai2	ㄘㄞˋ	chhái		1	1			14:且(台甘)
且	tshu3	ㄘㄨ˪	chhù		1	1			14:且(台甘)
丕	phi1	ㄆㄧ	phi		2	20	日,甘		02:丕(台甘);02:丕(普閩)
世	se3	ㄒㄧ˪/ㄙㆤ˪	sè	文	181	273	iT,共,教,日,甘,甘文,線		01:悲;01:薄;01:本
世	si3	ㄒㄧ˪/ㄙㆤ˪	sì	文/語	89	177	700,iT,教,日,甘,線		01:輩子·;01:畢生;02:添盆
世	sua3	ㄙㄨㄚ˪	sòa	白	26	26			03:曼延;03:漫長;03:蔓延
世	si2	ㄒㄧˋ	sí		1	19	教		18:生
丘	khu1	ㄎㄨ	khu	白	6	60	iT,教,植,線		12:一丘之貉;13:緊靠著;14:丘(台甘)
丘	khiu1	ㄎㄧㄨ	khiu	文	6	42	教,日,甘		08:陵;14:丘(台甘);14:丘(普閩)
丘	boo2	ㆠㆦˋ	bó͘		2	10	甘		14:丘(台甘)
丙	piann2	ㄅㄧㆩˋ	piáⁿ	語	8	60	教,日,甘,線		01:丙(台甘);01:丙(普閩);01:丙
丙	ping2	ㄅㄧㄥˋ	péng	文	5	39	教,甘,甘文		01:丙(台甘);01:丙(普閩);01:付丙
丙	phiann2	ㄆㄧㆩˋ	phiáⁿ	語	1	1			01:丙(普閩)
丙	tiak8	ㄉㄧㄚㆶ ͘	tia̍k	語	1	1			01:丙(普閩)
丞	sing5	ㄒㄧㄥˊ	sêng	文	3	43	iT,日,甘,甘文		01:伯;17:丞(台甘);17:丞(普閩)
丞	sin5	ㄒㄧㄣˊ	sîn	語	2	10	甘		17:丞(台甘);17:丞
